thumb_sensor,index_finger_sensor,middle_finger_sensor,ring_finger_sensor,little_finger_sensor,palm_sensor
452,607,660,757,570,994
451,607,661,757,570,995
450,607,661,756,569,996
451,607,660,756,569,994
450,607,663,757,569,996
451,606,661,754,569,994
452,607,660,755,569,995
452,605,660,755,569,996
451,606,660,756,569,994
452,606,660,755,569,995
451,607,660,753,569,994
452,606,660,753,570,995
451,606,660,754,570,994
451,607,660,753,568,995
451,608,659,753,570,994
451,605,659,754,569,994
451,606,660,754,569,995
451,604,661,753,569,995
450,605,660,753,569,995
450,605,660,753,570,996
449,605,661,754,569,995
451,605,661,753,569,994
450,603,661,752,569,995
450,605,662,754,570,994
450,605,664,753,569,995
450,605,663,754,569,995
450,605,664,754,569,995
450,605,664,752,570,995
450,604,661,752,569,995
450,606,659,751,568,995
451,606,659,750,569,995
450,607,659,750,567,995
449,606,659,750,567,995
449,605,659,748,566,994
449,607,659,748,566,995
449,606,660,745,566,995
449,607,660,745,567,996
449,606,659,746,566,995
448,607,658,746,566,995
447,607,660,746,565,997
447,607,659,751,565,995
448,608,660,751,565,995
446,608,660,751,565,993
447,609,659,751,566,995
448,608,659,750,565,994
447,609,659,752,565,995
448,609,660,750,566,995
448,608,659,751,566,994
449,609,659,751,567,994
448,609,659,751,570,994
448,609,658,750,566,995
448,609,659,749,566,995
448,608,659,750,565,995
448,608,660,751,566,995
449,609,659,751,567,995
451,610,660,750,567,996
450,609,660,751,567,995
450,609,660,751,567,994
450,610,659,752,568,995
450,608,660,752,565,995
451,608,660,752,567,995
450,608,659,750,567,995
450,608,660,748,567,995
451,608,660,749,566,995
451,608,660,753,566,994
452,608,659,752,566,996
451,608,660,752,566,996
452,608,658,748,566,995
453,608,659,752,566,994
454,608,659,752,567,994
454,609,660,753,565,994
454,608,660,752,566,995
455,607,659,752,565,993
454,606,659,751,566,994
455,607,659,751,566,994
455,607,660,752,564,995
454,607,661,751,563,995
455,606,662,750,565,995
455,607,662,750,565,995
455,607,661,747,565,995
455,607,659,749,562,995
455,605,660,751,565,995
455,607,659,749,566,996
455,607,658,748,565,995
455,606,657,750,565,994
455,607,659,749,564,995
455,608,658,750,565,995
455,607,658,750,565,995
455,606,659,752,564,994
454,605,658,750,564,995
455,607,658,749,564,995
454,606,658,751,564,993
455,607,658,750,565,994
455,607,658,751,564,994
455,607,658,751,564,995
456,606,658,750,564,995
455,606,658,751,565,996
456,606,659,750,565,995
456,606,658,750,563,994
455,606,658,752,563,996
454,607,658,751,564,996
455,607,658,750,564,995
456,606,657,752,564,996
456,606,658,751,564,995
456,606,657,752,565,995
456,606,658,750,564,995
455,606,658,750,564,995
455,605,658,745,562,995
454,605,657,749,563,995
454,605,658,746,562,994
455,603,658,749,563,992
454,603,658,747,562,995
455,603,657,748,562,994
455,604,657,750,562,993
455,603,657,750,562,994
455,603,657,749,562,995
454,602,658,749,563,995
453,601,658,749,562,994
454,602,658,749,562,995
453,601,657,749,562,995
453,602,659,749,562,994
454,603,658,750,560,994
454,604,658,750,563,995
454,603,657,751,562,996
456,604,658,751,563,995
455,604,658,750,563,994
455,604,658,750,562,995
455,604,658,751,563,995
456,603,658,751,563,995
456,604,657,752,562,995
456,604,658,752,563,995
457,604,658,751,563,995
456,605,657,751,563,995
457,605,657,751,563,995
457,605,660,752,562,995
457,604,657,753,563,994
457,605,658,753,563,995
458,604,657,751,563,994
457,604,658,752,563,995
458,605,657,752,562,993
457,604,657,752,563,994
457,604,658,752,563,994
457,604,657,752,563,993
458,604,658,752,562,995
458,604,657,752,561,994
459,603,657,754,563,994
459,604,658,753,563,994
458,603,657,753,563,994
460,603,656,752,563,994
461,603,658,754,563,994
461,603,658,753,563,995
462,604,658,753,563,994
462,604,658,753,564,994
463,602,658,753,563,994
463,602,659,753,564,997
464,603,658,753,564,995
465,604,657,754,564,995
465,604,660,754,565,994
466,603,659,754,564,995
466,604,659,755,566,995
466,603,658,755,565,995
465,603,658,754,565,994
466,603,661,755,565,996
467,604,658,755,565,994
465,604,659,755,564,995
465,604,659,755,566,995
466,603,658,754,565,995
466,603,659,754,564,994
466,604,659,754,565,994
466,604,659,754,566,995
466,604,658,755,565,994
467,603,659,754,565,994
466,603,660,755,565,995
466,603,659,754,565,993
467,603,659,754,565,995
466,603,659,754,564,995
467,602,658,754,565,995
466,602,660,754,565,995
467,603,661,754,565,993
466,602,659,754,564,995
465,603,659,754,564,995
467,603,659,755,565,994
466,603,659,755,565,994
466,603,660,753,565,995
466,603,659,754,565,995
467,603,659,755,565,995
467,602,659,755,564,995
467,603,659,754,565,995
467,603,659,754,565,995
467,603,660,754,564,995
468,604,658,753,565,995
468,603,660,754,564,996
467,602,659,754,565,995
468,602,660,755,564,996
467,604,661,754,564,995
468,603,659,755,565,994
468,604,660,755,565,995
468,602,659,756,564,995
468,604,660,756,564,995
468,602,660,756,565,994
468,603,658,756,564,994
469,603,660,756,566,994
468,603,660,756,565,994
468,603,657,756,564,994
468,602,660,756,565,994
468,603,659,756,564,996
470,603,660,756,565,993
469,602,660,757,565,995
468,603,660,756,564,996
470,603,660,756,565,995
469,603,660,755,565,996
470,604,660,755,565,995
470,603,661,756,565,994
468,603,660,756,567,995
469,604,660,756,565,995
468,605,660,757,566,995
470,604,661,757,565,995
470,604,661,757,567,995
470,603,661,756,566,995
469,605,661,757,564,994
469,604,662,757,565,994
469,604,660,757,565,995
469,604,661,757,566,995
469,604,660,757,566,996
469,604,660,757,565,995
470,603,660,757,564,995
469,604,658,757,565,995
469,604,659,758,565,995
469,604,661,758,565,995
469,604,661,757,565,995
470,604,660,755,566,993
468,604,661,758,565,995
470,605,660,758,565,994
468,604,660,757,564,994
469,605,661,757,564,994
469,605,662,757,564,996
469,604,660,757,564,995
470,605,660,757,564,995
469,605,661,756,563,996
469,604,660,756,563,995
469,603,661,756,563,994
469,604,660,757,564,994
468,604,659,756,562,996
470,605,661,756,561,995
470,605,661,756,561,995
468,606,660,757,562,994
467,605,660,757,561,997
468,605,660,755,562,997
467,604,659,756,563,995
468,605,660,756,561,996
468,604,664,756,560,995
468,605,664,755,561,995
468,605,663,756,559,995
469,605,664,755,559,997
468,605,663,756,559,995
468,606,663,755,558,994
468,604,663,756,558,995
469,605,663,756,559,995
469,604,663,756,559,994
469,603,663,756,559,995
468,604,663,756,561,995
469,604,663,756,560,995
469,603,663,754,560,995
469,603,663,756,559,995
468,603,663,756,560,995
469,603,664,756,561,994
469,603,663,756,560,995
469,603,664,757,561,995
469,601,664,756,560,996
469,602,662,756,561,993
470,602,664,757,561,995
470,602,663,756,561,995
469,602,663,756,561,996
469,602,664,756,560,997
469,602,664,754,560,995
468,602,663,754,560,996
469,601,663,754,559,995
470,601,663,754,559,995
470,601,663,755,559,995
470,601,664,754,560,995
470,599,663,753,559,995
468,599,664,754,559,995
471,599,664,754,558,995
470,601,663,754,558,995
470,600,663,754,559,996
470,598,662,754,558,995
470,599,663,754,558,996
469,600,663,754,559,995
469,600,663,754,556,996
470,601,663,755,558,996
469,600,663,755,558,996
471,601,663,755,558,996
470,601,663,756,559,995
470,601,664,755,559,995
471,602,663,756,559,996
471,602,664,756,560,992
469,601,663,755,559,995
471,602,664,755,559,996
471,601,663,756,559,995
471,602,663,756,559,994
470,600,664,757,560,994
470,600,664,756,560,995
470,599,664,756,561,996
471,600,664,757,561,996
470,599,663,756,560,995
470,599,663,757,559,994
470,599,664,757,560,996
470,599,664,756,560,995
470,600,663,757,558,994
470,600,663,754,558,996
471,599,664,755,558,995
470,600,663,756,558,995
471,599,663,755,558,996
471,599,664,755,558,994
469,598,664,755,558,996
471,599,663,754,558,996
470,599,664,755,559,996
471,598,664,751,558,996
472,597,664,749,559,995
473,597,664,751,558,995
472,598,663,750,557,995
471,598,664,751,558,995
471,598,663,751,558,994
471,598,664,751,558,996
471,599,664,751,559,992
471,599,664,751,558,996
471,600,664,751,559,994
471,598,663,753,559,995
471,599,662,751,560,995
471,599,664,753,558,995
469,598,663,752,560,996
468,598,663,752,559,995
466,597,663,751,560,994
465,600,663,752,561,995
465,597,662,751,560,995
467,597,662,750,560,995
467,597,662,750,559,994
467,595,660,749,558,996
468,595,661,749,558,995
468,594,661,748,557,996
468,595,661,749,559,995
469,594,660,748,558,995
469,594,660,748,558,995
470,593,659,748,557,996
470,593,659,749,558,995
470,595,660,749,558,995
469,594,662,750,560,995
469,595,661,750,559,996
470,595,661,751,558,995
469,595,661,750,559,994
470,595,662,750,559,995
469,594,662,750,558,995
470,593,662,749,559,995
470,593,662,750,559,995
469,591,662,751,559,996
471,592,662,750,559,994
471,591,662,751,558,995
471,591,662,750,557,996
471,592,663,750,558,995
471,592,663,750,559,995
472,592,663,751,558,996
471,592,663,751,558,995
470,592,663,750,557,995
472,591,663,751,558,995
472,592,662,751,557,994
472,593,663,750,558,995
472,592,662,751,558,996
472,592,663,750,557,996
472,592,663,752,557,996
471,591,663,751,558,994
470,591,663,751,557,995
472,591,663,750,557,993
472,591,663,752,556,996
472,591,662,752,557,995
472,591,662,751,557,994
472,591,663,751,557,995
472,589,663,751,556,993
472,590,663,750,557,995
472,590,662,750,556,994
473,590,663,751,557,994
472,591,663,751,556,995
472,592,662,750,556,996
472,590,660,750,555,994
472,590,661,749,556,995
471,588,660,748,555,994
471,587,660,748,554,994
471,588,660,747,554,995
471,588,660,746,555,996
472,588,660,746,554,994
471,587,660,747,553,994
472,586,660,747,554,995
472,586,660,749,553,995
472,587,659,750,554,996
473,587,659,753,554,996
474,585,658,751,553,995
474,586,659,752,554,996
471,586,659,752,553,994
472,586,660,752,554,995
472,586,659,753,554,995
473,587,660,752,553,995
472,587,660,753,555,994
472,586,661,753,555,995
473,585,661,753,554,994
472,586,662,751,556,995
472,587,660,751,554,995
473,587,661,750,555,995
472,586,661,752,556,995
474,587,660,751,555,995
473,587,660,751,555,994
473,586,661,752,556,995
473,587,660,751,555,994
473,587,660,752,555,995
473,588,662,752,556,995
473,587,661,752,556,994
475,588,662,752,555,995
474,588,662,751,555,995
473,587,661,752,556,993
474,587,660,754,555,995
473,587,661,755,555,995
473,587,661,755,555,995
473,588,660,755,555,996
473,588,660,754,555,996
473,589,661,755,555,995
473,589,660,754,555,996
473,588,661,754,554,994
473,588,660,751,555,994
474,588,661,753,556,996
473,588,661,751,556,995
473,589,661,750,555,997
473,588,661,751,555,995
473,587,662,751,555,995
473,587,661,752,557,996
474,586,661,751,556,996
473,587,661,751,556,996
474,587,661,751,557,996
473,588,661,751,557,994
474,588,661,752,556,996
474,588,662,751,556,993
473,588,662,751,557,995
474,588,661,751,557,995
474,589,661,751,557,995
474,589,661,751,558,995
474,589,662,751,557,995
474,589,661,751,558,994
474,589,662,751,558,995
474,590,662,752,557,995
475,589,661,752,556,994
474,590,662,752,557,995
474,590,663,752,556,995
474,590,661,752,556,995
473,591,662,752,557,995
474,591,662,755,557,994
474,591,663,752,557,995
474,592,658,753,557,994
473,591,661,751,556,995
473,591,662,752,557,995
473,591,661,752,558,995
