thumb_sensor,index_finger_sensor,middle_finger_sensor,ring_finger_sensor,little_finger_sensor,palm_sensor
274,235,264,488,164,346
274,234,264,489,164,345
274,234,265,489,165,345
274,235,264,488,165,345
274,235,264,487,163,345
275,235,263,488,164,346
275,235,263,489,165,345
274,235,264,488,164,344
275,235,264,488,165,344
274,234,264,489,164,344
274,234,263,488,164,345
275,233,264,488,164,344
275,233,264,488,164,344
275,234,263,489,164,345
275,233,264,488,164,346
274,233,264,487,165,344
275,234,264,487,164,345
275,233,264,488,163,346
274,233,264,488,163,347
274,234,264,488,164,347
275,233,264,488,163,348
275,233,264,488,163,347
275,232,265,488,164,347
275,232,265,488,164,349
275,232,265,488,164,348
274,232,264,488,164,348
275,233,265,488,164,349
276,233,266,489,164,348
275,234,265,488,164,349
276,232,265,488,164,348
275,234,266,488,164,349
274,233,265,488,164,349
275,232,266,489,163,347
274,232,265,488,164,347
275,233,265,489,165,349
275,233,265,488,163,348
275,232,264,489,163,347
275,232,265,488,163,348
275,232,264,488,164,349
275,233,265,489,164,349
276,234,264,489,165,350
275,233,265,489,164,349
275,234,264,488,165,349
276,233,265,488,165,349
276,232,265,489,164,348
275,232,265,489,164,349
275,233,264,489,165,349
275,234,265,489,165,348
276,234,264,489,165,348
276,233,266,489,165,348
275,233,265,489,165,348
276,233,265,490,165,347
275,234,265,488,165,347
275,233,266,489,165,347
276,234,266,487,166,346
275,233,265,489,164,345
276,233,265,488,166,344
275,232,265,489,165,344
276,234,266,490,165,345
276,235,264,489,165,345
277,234,264,489,166,345
277,235,264,488,165,344
277,235,265,488,164,346
277,235,264,487,165,345
277,235,264,488,164,345
277,235,264,487,165,345
277,235,265,487,164,344
277,236,264,487,164,345
278,236,262,488,164,345
277,237,264,487,165,345
279,237,264,487,165,344
277,237,263,487,168,345
278,237,265,487,165,344
277,238,264,484,165,344
277,238,263,488,164,345
277,237,264,487,165,344
277,237,263,487,165,344
277,237,263,487,165,346
277,237,263,487,165,344
277,237,262,487,165,344
276,238,262,486,165,343
277,237,260,486,163,342
277,238,261,486,165,342
276,237,262,485,165,342
277,236,262,486,165,342
277,237,263,486,165,343
276,237,264,486,166,343
276,235,264,486,165,343
277,236,264,486,165,343
277,237,263,486,165,344
276,237,263,487,166,345
276,237,263,487,165,345
277,237,262,486,166,345
277,237,264,486,166,344
277,236,263,487,164,346
277,237,263,486,166,347
277,237,264,485,165,346
277,237,264,486,166,347
277,236,265,484,166,348
276,237,265,484,166,347
277,237,264,485,165,347
