thumb_sensor,index_finger_sensor,middle_finger_sensor,ring_finger_sensor,little_finger_sensor,palm_sensor
229,336,249,382,140,882
228,336,250,381,141,881
229,337,250,381,141,883
228,336,250,381,140,882
228,336,249,382,141,881
229,336,250,381,141,881
228,336,250,382,141,882
228,336,250,382,141,882
227,336,250,381,140,882
228,336,250,381,141,882
229,337,250,381,141,882
229,336,250,381,140,882
229,336,250,380,140,882
228,336,250,381,140,883
228,336,250,382,141,883
227,336,250,381,139,883
229,336,251,381,140,882
229,336,250,381,139,882
229,337,249,381,138,883
229,336,250,381,139,882
229,336,249,381,138,882
229,336,249,382,138,883
229,337,249,382,138,882
229,336,248,381,138,882
229,336,248,382,138,882
229,336,247,381,138,882
229,337,248,383,138,882
229,335,248,382,138,882
230,338,248,381,137,884
230,337,248,380,138,882
230,337,246,381,138,882
229,336,246,381,137,883
229,337,246,381,138,883
229,337,246,381,137,883
230,337,247,381,137,884
230,337,247,381,137,883
230,337,246,381,137,884
229,336,247,381,138,884
230,336,247,381,138,883
229,337,246,381,138,883
229,337,248,381,138,882
229,336,247,381,138,883
229,338,248,380,138,883
230,337,247,381,138,882
230,337,247,381,138,882
230,337,247,381,137,883
229,338,247,381,137,882
229,337,248,381,137,883
229,337,247,381,138,882
229,337,247,381,137,883
229,338,247,382,138,882
229,337,247,381,138,882
229,337,247,381,138,882
229,337,248,382,138,881
229,337,248,382,138,881
229,337,247,382,138,880
229,337,248,382,138,881
229,338,248,382,138,881
229,338,247,382,138,881
228,338,249,382,138,881
229,338,249,381,138,880
229,337,248,383,139,880
229,338,249,383,138,881
229,337,248,382,139,881
228,337,249,382,139,882
229,338,249,382,139,882
229,338,250,382,140,882
228,338,249,382,139,881
226,338,250,382,139,881
227,337,250,382,140,880
227,337,250,383,140,880
227,337,251,383,140,880
226,337,251,383,139,881
226,338,250,383,140,880
227,338,251,383,141,881
226,337,251,383,140,881
226,337,251,382,141,882
227,338,250,383,141,881
226,337,250,382,141,880
227,337,250,383,141,881
228,338,251,384,141,882
227,338,251,383,141,881
227,338,251,382,141,881
226,338,251,383,140,881
227,338,251,382,141,881
227,338,250,383,141,881
227,338,251,383,142,881
228,338,250,383,142,882
227,337,252,383,141,881
228,338,250,383,142,882
228,337,251,383,142,881
227,338,251,383,142,882
228,338,251,383,142,882
228,338,250,383,142,881
227,337,250,383,143,881
228,338,250,384,143,881
228,338,250,383,142,882
227,337,250,384,142,882
228,338,250,383,142,882
227,337,249,383,142,882
228,337,250,383,143,882
227,337,250,384,144,882
227,339,250,384,143,881
226,338,250,383,143,882
226,337,250,384,143,881
227,338,250,384,143,882
227,337,251,384,143,882
227,338,251,383,143,881
227,338,251,383,143,883
227,338,251,383,143,881
227,338,251,384,143,882
228,338,251,384,142,882
227,338,250,384,143,881
227,337,250,383,143,883
227,337,251,383,143,881
228,337,251,383,144,882
229,337,251,384,143,881
229,337,250,384,143,881
230,338,249,383,144,881
230,337,250,382,144,881
229,338,250,383,144,881
230,337,250,383,144,881
230,337,250,383,145,881
229,337,251,383,144,881
229,336,250,383,143,881
230,336,251,383,144,881
229,337,249,384,144,882
230,338,250,383,144,882
230,337,251,383,144,881
230,337,250,384,144,881
230,337,251,384,143,881
230,338,250,383,144,881
230,337,250,383,144,881
230,338,251,384,144,881
231,338,251,382,144,882
231,338,251,383,143,882
230,337,251,383,144,882
230,338,250,382,144,882
230,338,251,383,144,882
230,338,251,383,143,882
231,339,251,383,144,882
230,338,251,384,143,883
231,338,251,383,143,882
230,339,251,384,144,882
231,338,251,384,143,883
231,338,251,384,143,882
231,338,251,382,144,883
231,339,250,383,144,883
231,338,251,384,143,884
230,338,250,383,144,884
231,338,250,382,143,883
231,338,250,381,144,883
230,338,249,382,143,883
230,338,250,383,143,884
229,338,250,382,144,884
229,339,250,382,144,884
230,338,250,383,143,884
229,338,250,382,144,883
228,338,252,383,143,884
230,339,251,384,144,885
230,339,251,384,144,885
229,339,252,384,144,885
229,339,252,383,145,886
229,339,252,383,144,884
230,339,252,385,144,884
230,339,251,385,143,885
230,340,251,383,144,884
230,339,253,384,145,885
231,339,251,384,144,884
231,339,251,384,144,885
231,339,252,384,144,885
231,340,251,384,144,885
230,340,251,384,144,884
230,338,252,384,144,885
231,339,252,385,143,884
230,339,252,384,144,884
229,338,252,385,144,885
229,339,252,385,144,884
228,338,252,385,144,885
229,340,252,384,144,883
230,339,252,385,143,884
229,339,252,384,144,884
229,339,253,384,145,885
230,339,253,385,144,885
229,340,254,385,144,884
230,340,252,385,144,885
230,340,253,385,143,885
230,339,253,385,144,885
230,339,253,385,143,884
229,340,253,384,143,885
230,339,252,384,143,885
230,339,253,385,143,885
