thumb_sensor,index_finger_sensor,middle_finger_sensor,ring_finger_sensor,little_finger_sensor,palm_sensor
468,555,543,546,209,868
466,556,543,546,209,869
469,560,546,549,210,876
470,558,544,548,209,873
470,558,543,547,209,871
470,558,545,548,209,870
469,558,545,547,209,870
469,556,543,546,208,870
472,560,548,550,211,876
471,560,548,550,210,874
471,559,547,550,210,873
471,561,548,550,211,874
470,558,546,550,211,875
471,559,548,551,210,876
472,560,549,551,209,876
471,559,548,552,210,876
472,561,549,552,210,875
472,561,549,551,211,876
472,562,548,551,210,875
473,562,549,552,211,878
473,562,549,553,210,878
473,562,548,551,210,877
473,561,548,552,209,876
471,562,547,551,209,876
472,562,547,550,210,875
472,562,546,549,210,875
470,561,545,549,210,875
473,561,545,547,209,873
471,561,544,547,209,874
470,561,544,546,209,874
471,560,543,545,210,873
470,559,543,545,209,872
470,558,544,545,209,880
475,563,548,548,211,878
475,563,547,549,210,880
474,564,547,548,210,879
474,563,548,548,210,879
474,562,547,547,209,880
475,563,548,547,209,878
474,562,546,549,209,878
475,563,546,548,209,877
475,563,547,548,209,877
476,565,546,549,210,879
476,565,546,549,209,878
475,564,545,548,210,878
476,564,545,549,209,878
477,564,546,549,210,879
476,562,545,548,210,877
477,562,545,548,210,877
476,563,546,549,209,877
477,563,547,549,210,879
476,564,545,549,210,879
477,565,546,549,209,879
477,564,545,549,210,878
477,562,546,548,209,878
476,562,544,547,209,876
475,563,540,545,209,874
474,561,541,547,209,877
476,563,543,547,209,879
477,566,544,549,209,879
475,565,543,548,209,879
476,564,544,546,210,880
476,566,542,546,210,878
474,566,540,545,210,880
476,567,543,545,209,879
474,567,544,546,210,882
476,568,545,545,209,883
475,567,545,544,209,881
475,568,548,545,210,882
474,566,544,544,210,881
474,567,544,543,210,881
474,567,545,542,209,881
474,565,544,543,209,880
474,566,545,545,209,878
474,566,546,542,209,880
474,565,546,542,208,880
475,566,545,541,209,880
475,567,546,543,208,880
475,567,544,544,208,879
475,566,544,543,208,880
475,565,546,543,208,878
475,564,543,541,208,878
475,565,543,542,207,878
475,565,543,541,207,875
474,563,543,543,208,879
476,565,544,544,209,879
476,566,543,543,208,879
477,568,546,543,208,881
477,567,545,542,208,880
477,568,545,544,209,881
477,568,546,543,208,880
476,568,545,544,209,881
478,567,546,545,208,882
477,567,544,543,209,881
478,568,545,545,208,880
477,567,545,544,208,880
477,566,544,544,208,878
475,566,544,543,208,878
477,566,544,542,207,877
476,565,543,541,207,877
475,565,542,540,207,875
474,564,542,540,206,873
476,567,544,545,209,886
477,569,546,545,208,878
476,567,543,543,208,876
477,565,542,543,207,875
476,565,541,541,207,874
478,566,544,544,208,878
478,568,544,547,209,877
476,566,542,544,207,875
478,567,543,545,208,877
478,568,544,545,208,879
479,568,544,544,208,878
479,569,544,545,208,882
481,571,547,548,208,885
482,574,548,549,210,885
484,574,549,549,209,886
482,574,549,549,209,885
483,575,549,546,210,885
483,576,550,547,209,885
482,576,549,546,210,885
482,575,549,545,209,885
482,576,550,546,210,885
483,576,548,546,209,884
482,577,549,547,209,885
482,575,549,546,210,885
482,576,549,544,209,885
480,576,549,546,209,884
481,575,549,548,209,884
482,575,548,547,209,884
480,575,549,547,209,884
481,575,548,547,209,884
481,575,548,547,210,883
481,574,546,548,209,884
481,574,547,547,209,883
480,574,547,548,209,882
481,574,546,548,209,884
481,575,546,547,208,882
481,574,546,547,210,882
480,573,547,547,208,880
479,573,546,546,208,880
481,575,546,549,209,884
481,576,547,549,209,883
481,576,548,549,208,884
482,576,547,550,208,883
481,576,547,549,208,882
482,572,546,547,208,881
481,572,546,549,207,882
482,575,546,549,208,883
482,575,547,550,209,883
482,575,547,550,209,883
482,574,547,549,208,882
482,576,548,549,209,882
482,576,547,547,209,882
481,575,548,547,208,882
482,575,547,546,208,881
481,577,546,547,208,881
482,576,547,545,208,882
482,577,546,547,208,882
483,578,549,549,209,884
483,577,549,547,209,884
483,575,548,548,208,885
482,575,549,549,209,884
483,576,548,549,209,884
482,575,548,548,208,884
483,576,549,549,208,884
483,579,549,548,209,884
483,578,549,548,208,884
482,577,548,545,208,884
481,577,548,547,208,882
481,578,549,545,208,882
483,580,550,546,209,886
483,580,551,546,208,887
483,580,550,548,209,886
482,579,549,548,209,883
483,579,549,547,208,886
483,580,550,548,208,887
483,580,550,548,209,886
482,580,549,548,209,887
483,581,549,548,209,886
482,580,550,548,208,886
481,578,550,547,210,886
480,579,549,548,208,885
480,580,550,547,209,886
480,581,550,548,209,886
480,581,550,547,209,884
479,580,550,547,208,884
478,581,550,547,209,884
479,580,549,548,209,884
479,580,551,547,209,885
479,581,550,548,209,885
480,580,550,547,210,885
479,581,549,546,209,885
479,581,549,548,209,884
479,580,547,548,210,883
478,580,550,548,209,885
480,581,549,550,210,883
479,580,548,550,209,884
486,592,558,562,219,897
487,591,558,561,214,899
487,591,558,559,215,899
487,591,557,560,214,898
487,591,557,559,213,898
487,590,557,560,214,899
487,590,556,560,213,902
486,590,557,560,214,899
487,592,557,560,214,900
488,591,558,561,214,900
488,591,557,561,214,899
487,591,559,563,214,900
487,591,557,562,214,900
488,592,556,562,213,899
488,590,557,562,213,899
487,591,557,561,213,899
487,591,555,562,213,898
487,591,555,560,213,898
486,591,556,561,213,899
487,589,555,561,213,898
486,589,555,561,214,897
486,588,555,561,215,897
486,588,556,561,214,896
485,588,555,560,212,896
484,588,557,559,213,896
483,588,555,560,213,897
485,586,555,561,213,897
485,587,554,560,213,896
486,587,555,559,214,898
486,587,555,559,213,896
486,587,555,559,214,896
485,586,555,560,213,897
487,588,553,560,213,896
486,587,555,559,213,897
486,588,555,560,213,896
486,587,555,558,214,896
