thumb_sensor,index_finger_sensor,middle_finger_sensor,ring_finger_sensor,little_finger_sensor,palm_sensor
203,482,515,632,157,905
202,480,513,631,158,906
202,481,515,632,158,906
203,480,515,631,158,907
203,481,515,631,158,906
203,479,514,632,158,906
203,480,515,632,159,905
203,479,515,632,159,903
203,479,514,632,160,906
203,477,514,631,160,905
203,477,515,631,160,906
203,477,514,633,161,906
204,474,514,631,162,905
203,474,514,630,161,906
203,473,513,630,162,906
203,473,514,630,162,905
204,474,514,630,162,905
204,473,513,630,163,905
204,475,514,630,163,905
205,474,515,631,164,905
205,474,514,632,164,906
204,474,514,632,164,906
204,475,514,630,165,906
205,475,516,632,165,906
205,474,514,632,165,907
204,475,515,631,164,908
205,476,515,633,165,906
204,476,516,632,166,906
204,476,515,633,166,906
205,476,515,634,166,906
205,478,515,634,166,906
204,478,516,633,166,908
205,477,516,635,165,906
204,480,516,634,166,907
204,480,516,635,166,908
205,480,516,636,166,907
204,479,516,636,166,907
205,479,516,637,166,907
204,479,516,637,168,907
205,480,516,637,167,907
205,479,517,637,166,907
204,478,517,638,166,907
204,477,516,638,166,907
204,478,516,637,165,907
205,478,516,638,167,907
204,478,516,637,166,908
204,478,517,638,166,907
206,479,517,639,166,908
205,480,516,639,166,908
204,479,517,639,166,908
205,480,518,639,167,908
205,479,517,638,166,908
204,479,517,638,167,907
204,479,517,639,166,907
205,479,517,640,167,906
204,480,518,639,167,909
203,480,518,640,167,907
203,476,518,640,167,908
204,480,518,640,167,909
204,480,519,641,167,909
204,480,518,640,166,909
205,481,518,640,167,909
203,481,518,642,168,908
205,481,518,640,168,908
204,479,518,640,167,910
204,480,518,641,167,908
204,479,520,640,168,909
204,480,519,640,168,908
204,481,519,641,167,910
203,482,518,640,167,911
203,482,519,641,167,908
203,482,518,640,167,909
203,482,519,641,168,909
204,482,519,642,168,909
204,481,518,640,168,909
205,480,518,641,168,910
204,480,518,640,168,909
204,481,518,640,169,909
203,480,517,639,168,908
203,479,518,640,168,908
204,482,517,639,169,909
203,479,518,640,169,909
203,481,517,641,168,909
203,482,517,640,168,908
203,482,517,640,168,909
204,482,517,640,168,908
204,481,517,640,168,908
204,481,517,640,168,908
204,479,518,639,168,908
204,481,517,640,168,909
204,479,518,640,168,908
203,478,518,640,168,908
204,479,518,640,168,908
205,478,518,641,168,908
204,478,517,640,167,908
205,479,517,640,168,908
204,479,517,640,168,907
204,478,516,641,169,907
203,478,517,640,168,908
205,478,517,640,168,908
204,478,517,640,167,908
204,477,518,640,168,908
204,478,517,641,167,908
204,478,518,640,168,908
203,477,518,641,169,908
204,477,517,641,169,908
204,477,518,640,169,906
203,477,517,641,168,908
203,476,518,641,168,905
204,476,518,641,169,908
204,476,518,642,169,908
203,476,519,642,169,908
204,477,519,642,168,908
203,477,519,641,169,907
204,477,519,642,170,908
204,479,517,641,170,908
203,479,517,642,168,907
204,480,517,641,169,907
203,480,517,642,169,908
204,479,516,641,169,908
203,479,517,641,169,907
204,479,516,641,170,907
204,479,518,641,169,907
204,478,518,641,169,908
204,478,518,641,169,908
204,477,518,640,169,907
205,477,517,639,169,908
205,477,518,639,169,906
204,481,518,639,169,906
204,478,517,638,168,905
203,478,518,639,169,906
204,477,517,639,169,904
203,477,517,638,169,904
202,477,517,640,169,905
203,477,518,638,169,905
204,478,517,640,169,906
203,475,517,639,169,905
202,475,515,638,168,903
203,475,517,640,169,906
203,476,517,639,169,901
202,475,516,637,169,903
202,474,515,637,169,902
202,474,516,637,168,907
202,474,516,638,168,902
202,473,515,637,168,904
202,474,516,636,169,901
202,474,517,637,168,901
201,473,516,638,169,904
202,474,517,638,168,904
201,472,518,638,169,903
200,474,517,637,169,904
202,474,517,637,168,903
201,475,517,638,169,903
202,475,517,637,169,904
203,476,518,637,170,905
202,476,518,636,169,906
202,476,519,637,169,902
203,476,518,637,169,905
202,477,518,637,169,905
203,476,518,638,169,904
202,476,518,637,169,905
203,475,517,637,168,904
202,475,518,637,169,904
202,474,518,638,169,902
202,474,518,638,169,904
202,474,518,637,168,904
201,474,517,638,168,906
202,474,518,638,169,905
201,474,518,637,169,905
202,475,519,638,171,905
202,474,518,637,169,905
202,474,517,637,170,904
202,474,519,638,169,905
202,474,519,638,169,905
203,475,520,638,170,905
203,474,520,638,170,905
203,474,519,638,169,907
203,474,520,639,169,905
202,473,520,638,170,906
203,474,519,638,170,905
202,474,519,637,169,905
202,474,519,639,170,906
202,475,519,637,169,906
202,475,519,640,170,907
203,476,519,639,169,905
202,476,521,641,171,907
204,477,521,642,171,909
203,477,520,642,171,908
203,473,519,642,170,908
202,475,519,641,170,909
202,476,519,640,172,910
202,475,520,640,171,908
202,474,517,640,170,908
200,475,519,640,170,908
201,474,518,639,170,908
200,473,517,640,170,908
199,474,518,638,170,909
199,474,517,639,170,909
198,474,520,639,170,907
199,474,523,639,170,909
199,473,519,639,170,910
199,475,518,638,170,910
198,476,519,639,170,910
198,476,518,638,170,907
198,475,517,636,170,907
199,476,518,633,169,908
199,476,518,634,170,907
198,474,517,635,170,906
199,477,519,636,170,908
198,476,518,633,170,905
198,474,516,634,170,905
198,474,516,633,169,906
199,472,513,632,169,900
197,470,510,626,167,892
195,469,509,625,166,892
195,468,507,625,167,895
197,472,510,626,167,891
197,472,511,629,168,898
198,474,512,629,169,899
198,473,511,628,169,894
198,474,513,631,170,904
199,476,514,633,169,904
200,478,517,637,171,905
200,478,517,634,170,907
200,479,518,636,170,907
199,478,516,635,170,904
199,478,516,634,171,906
199,477,516,635,170,907
199,477,517,634,170,905
199,478,515,634,170,906
199,479,516,635,170,906
199,478,516,635,171,905
199,478,516,635,170,905
199,478,516,635,170,906
199,478,516,635,170,905
198,478,515,634,171,904
198,478,516,634,170,905
198,478,516,634,170,905
198,478,517,635,169,906
198,478,516,636,168,906
198,478,517,636,170,907
198,478,518,636,170,907
198,477,516,637,169,909
197,478,517,637,170,908
198,478,518,637,169,909
196,476,517,637,169,907
196,478,518,638,170,908
195,477,518,638,170,909
196,477,518,638,170,908
