thumb_sensor,index_finger_sensor,middle_finger_sensor,ring_finger_sensor,little_finger_sensor,palm_sensor
603,564,530,583,372,811
603,562,531,582,372,808
603,562,529,582,371,809
603,563,530,582,371,808
602,561,529,583,372,808
603,564,532,583,372,810
605,565,533,583,373,811
604,564,532,584,372,811
605,565,531,583,373,809
605,563,532,583,373,810
604,564,533,583,372,808
604,564,531,583,371,808
604,565,532,583,371,810
603,564,531,583,371,809
605,564,531,583,372,809
604,563,531,583,371,808
603,564,531,583,371,809
603,563,531,582,372,808
603,563,531,582,372,808
603,563,531,583,372,808
603,563,530,583,372,807
603,562,530,581,369,807
602,562,529,582,371,806
601,562,530,581,371,806
601,562,530,582,371,806
601,562,530,581,371,805
601,562,530,581,371,806
602,561,529,580,370,804
601,560,529,580,370,805
601,562,529,579,370,803
600,560,529,580,370,803
600,560,528,579,369,803
599,560,528,579,369,802
600,559,527,578,370,801
598,559,527,578,369,800
597,558,527,577,369,799
597,558,525,576,368,799
596,557,524,576,369,797
595,556,525,574,367,796
595,555,523,575,365,793
593,555,524,574,366,794
593,554,523,573,366,793
593,554,522,572,365,792
592,553,522,572,365,793
590,553,522,573,365,792
593,554,523,573,365,794
591,552,522,572,364,792
592,553,521,573,364,792
592,553,521,573,364,791
592,554,522,573,364,791
591,552,522,574,364,792
591,552,521,571,363,792
591,551,522,571,363,790
589,551,521,570,363,790
590,551,524,572,363,789
589,552,521,571,363,791
589,551,521,573,363,793
589,553,523,573,363,791
591,553,522,572,364,793
591,552,520,570,365,790
590,552,522,571,362,792
590,553,522,573,363,789
590,551,522,573,363,793
591,551,522,571,360,794
589,552,523,573,363,794
592,553,522,574,363,793
590,552,522,575,364,794
592,553,523,574,364,792
591,553,522,571,363,792
590,553,522,573,364,791
590,552,520,571,364,790
593,555,524,574,365,792
592,555,524,575,366,794
593,555,523,575,365,794
593,555,525,574,366,794
593,554,523,574,367,794
592,555,524,574,366,792
590,553,520,569,364,787
589,551,523,571,365,791
590,552,523,571,364,790
592,552,522,571,364,791
592,553,522,570,364,790
591,552,522,573,365,791
592,555,524,573,364,791
593,553,523,573,365,792
591,553,521,573,366,792
592,554,524,573,366,792
592,553,524,574,367,792
592,553,524,573,366,793
594,554,525,575,366,793
593,553,525,574,366,793
592,553,524,572,365,793
593,555,524,574,368,794
593,554,524,574,365,792
591,552,523,572,365,791
591,553,522,571,366,791
591,552,522,570,366,793
591,553,521,572,367,793
593,553,522,571,365,792
591,552,524,571,366,793
592,553,524,571,366,792
593,553,523,571,365,791
593,555,524,571,366,791
593,553,523,571,366,792
593,552,523,572,367,792
593,552,522,572,366,793
594,553,522,570,366,792
594,551,522,572,366,793
594,554,522,570,367,796
594,554,524,573,368,795
595,554,523,573,368,794
594,552,523,573,368,794
594,553,523,571,368,795
594,553,523,573,367,795
594,552,523,571,366,792
595,554,523,574,367,795
595,554,523,573,367,795
594,554,522,573,366,794
593,552,522,571,367,794
594,553,522,571,368,793
597,556,525,575,369,799
596,556,525,574,368,794
595,554,525,573,367,796
596,555,525,573,368,797
596,555,525,574,368,795
594,552,523,571,366,795
594,552,525,572,366,794
595,554,526,572,366,794
593,554,526,573,367,795
596,555,525,573,368,794
594,556,525,572,367,795
595,554,527,573,368,793
595,553,527,571,369,795
595,554,526,577,372,806
604,560,532,580,373,804
600,558,530,585,376,811
607,564,535,584,376,810
604,561,534,581,373,806
601,559,531,578,371,803
600,558,531,581,374,806
603,560,534,581,374,806
603,560,532,582,374,807
605,560,531,584,375,810
605,561,532,579,374,807
607,562,532,585,375,815
611,565,536,585,376,810
603,559,531,582,375,805
601,558,530,580,373,804
595,555,528,577,374,804
601,556,527,577,372,802
601,557,527,581,376,807
607,562,531,586,377,812
622,579,550,605,390,840
624,578,545,599,385,830
618,577,548,604,390,837
617,582,549,601,392,838
628,582,552,604,391,841
622,578,547,604,388,834
622,579,543,602,388,833
617,578,547,604,388,825
622,575,543,595,385,817
615,573,542,586,384,825
620,576,546,598,388,833
608,573,544,585,384,824
616,576,542,594,383,824
603,565,532,584,378,805
600,565,531,585,377,812
600,560,532,583,377,810
607,568,542,592,374,812
601,559,532,583,376,809
603,563,536,584,379,808
606,567,535,586,379,814
623,579,544,598,387,834
619,579,548,599,384,824
603,566,541,592,381,826
607,574,541,592,378,812
603,565,534,585,378,813
614,574,541,594,384,823
613,574,539,594,385,824
606,563,533,587,384,823
604,562,532,584,379,811
600,564,534,586,377,823
605,564,533,580,376,804
608,566,534,584,379,813
600,563,533,588,383,818
603,563,530,580,376,805
599,560,533,583,378,800
599,557,525,577,374,800
597,556,526,578,372,801
598,558,526,584,375,804
596,555,525,580,374,798
